Contract Details

"Contracting Agency ID","Contracting Agency Name","Contracting Office ID","Contracting Office Name","Contracting Office Region","PIID","Modification Number","Transaction Number","Referenced IDV PIID","Date Signed","Period of Performance Start Date","Completion Date","Est. Ultimate Completion Date","Last Date to Order","Funding Department ID","Funding Department Name","Funding Agency ID","Funding Office ID","Foreign Funding","Domestic or Foreign Entity","Is Performance Based Service Acquisition","Type of Contract","Product or Service Code","Product or Service Description","Description of Requirement","Inherently Governmental Function","NAICS Code","NAICS Description","Principal Place of Performance County Name","Principal Place of Performance Location Code","Principal Place of Performance Location Name","Principal Place of Performance State Code","Principal Place of Performance Congressional District","Principal Place of Performance Zip Code","Principal Place of Performance Country Name","Country of Product or Service Origin","Place of Manufacture","Extent Competed","Source Selection Process","Other Than Full and Open Competition","Solicitation Procedures","Type of Set Aside","IDV Type of Set Aside","Type of Set Aside Source","Local Area Set Aside","Evaluated Preference","SBIR/STTR","Fair Opportunity/Limited Sources","Commercial Item Acquisition Procedures","Award Type","Reason For Modification","DUNS Number","Vendor Name","Global DUNS Number","Global Vendor Name","Vendor Address Line 1","Vendor Address Line 2","Vendor Address City","Vendor Address State Name","Vendor Address Zip Code","Vendor Address Country Name","SAM Exception Type","Vendor Congressional District","Is Vendor Business Type - Contracts","Is Vendor Business Type - Federal Assistance Awards","Is Vendor Business Type - All Awards","Is Vendor Business Type - U.S. Federal Government","Is Vendor Business Type - Federally Funded Research and Development Corporation","Is Vendor Business Type - Federal Agency","Is Vendor Business Type - U.S. State Government","Is Vendor Business Type - U.S. Local Government","Is Vendor Business Type - City","Is Vendor Business Type - County","Is Vendor Business Type - Inter Municipal","Is Vendor Business Type - Local Government Owned","Is Vendor Business Type - Municipality","Is Vendor Business Type - School District","Is Vendor Business Type - Township","Is Vendor Business Type - U.S. Tribal Government","Is Vendor Business Type - Foreign Government","Is Vendor Business Type - Airport Authority","Is Vendor Business Type - Council Of Governments","Is Vendor Business Type - Housing Authorities Public or Tribal","Is Vendor Business Type - Interstate Entity","Is Vendor Business Type - Planning Commission","Is Vendor Business Type - Port Authority","Is Vendor Business Type - Transit Authority","Is Vendor Business Type - Corporate Entity, Not Tax Exempt","Is Vendor Business Type - Corporate Entity, Tax Exempt","Is Vendor Business Type - Subchapter S Corporation","Is Vendor Business Type - Limited Liability Corporation","Is Vendor Business Type - Partnership or Limited Liability Partnership","Is Vendor Business Type - Sole Proprietorship","Is Vendor Business Type - Small Agricultural Cooperative","Is Vendor Business Type - International Organization","Is Vendor Business Type - U.S. Government Entity","Is Vendor Business Type - Foreign Owned","Is Vendor Business Type - For Profit Organization","Is Vendor Business Type - Non Profit Organization","Is Vendor Business Type - Other Not For Profit Organization","Is Vendor Business Type - Community Developed Corporation Owned Firm","Is Vendor Business Type - Labor Surplus Area Firm","Is Vendor Business Type - Self-Certified Small Disadvantaged Business","Is Vendor Business Type - Veteran Owned Business","Is Vendor Business Type - Service Disabled Veteran Owned Business","Is Vendor Business Type - Woman Owned Business","Is Vendor Business Type - Women Owned Small Business","Is Vendor Business Type - Economically Disadvantaged Women Owned Small Business","Is Vendor Business Type - Joint Venture Women Owned Small Business","Is Vendor Business Type - Joint Venture Economically Disadvantaged Women Owned Small Business","Is Vendor Business Type - Minority Owned Business","Is Vendor Business Type - Subcontinent Asian (Asian-Indian) American Owned","Is Vendor Business Type - Asian-Pacific American Owned","Is Vendor Business Type - Black American Owned","Is Vendor Business Type - Hispanic American Owned","Is Vendor Business Type - Native American Owned","Is Vendor Business Type - Other Minority Owned","Is Vendor Business Type - Community Development Corporation","Is Vendor Business Type - Domestic Shelter","Is Vendor Business Type - Foundation","Is Vendor Business Type - Hospital","Is Vendor Business Type - Veterinary Hospital","Is Vendor Business Type - Educational Institution","Is Vendor Business Type - 1862 Land Grant College","Is Vendor Business Type - 1890 Land Grant College","Is Vendor Business Type - 1994 Land Grant College","Is Vendor Business Type - HBCU Concern","Is Vendor Business Type - Hispanic Servicing Institution","Is Vendor Business Type - Minority Institutions","Is Vendor Business Type - Private University Or College","Is Vendor Business Type - School Of Forestry","Is Vendor Business Type - State Controlled Institution of Higher Learning","Is Vendor Business Type - Tribal College","Is Vendor Business Type - Veterinary College","Is Vendor Business Type - Alaskan Native Servicing Institution","Is Vendor Business Type - Native Hawaiian Servicing Institution","Is Vendor Business Type - Manufacturer Of Goods","Is Vendor Business Type - DoT Certified Disadvantaged Business Enterprise","Is Vendor Business Type - Alaskan Native Corporation Owned Firm","Is Vendor Business Type - American Indian","Is Vendor Business Type - Indian Tribe","Is Vendor Business Type - Native Hawaiian Organization Owned Firm","Is Vendor Business Type - Tribally Owned","Is Vendor Business Type - Small Disadvantaged Business","Is Vendor Business Type - 8A Program Participant","Is Vendor Business Type - HUBZone Firm","Is Vendor Business Type - HUBZone Joint Venture","Is Vendor Business Type - 8A Joint Venture","Is Vendor Business Type - (JWOD) Sheltered Workshop","Is Vendor Business Type - Emerging Small Business","Country of Incorporation","State of Incorporation","Contracting Officer's Business Size Determination","Clinger Cohen Act","Labor Standards","Materials, Supplies, Articles, and Equip","Construction Wage Rate Requirements","Additional Reporting","Other Statutory Authority","Interagency Contracting Authority","National Interest Action","Treasury Account Symbol Initiative","Treasury Account Symbol Agency Identifier","Treasury Account Symbol Main Account","Treasury Account Symbol Sub Account","Number of Actions","Action Obligation","Base and Exercised Options Value","Base and All Options Value (Total Contract Value)"
"1301","OFFICE OF THE SECRETARY","000SA","DEPT OF COMM/OFFICE OF THE SECRETARY","NO REGION IDENTIFIED","000SA199707C50SAAA1000289","0","0","9","07/15/1997","07/15/1997","09/15/1995","09/15/1995","","1300","COMMERCE, DEPARTMENT OF","1301","","NOT APPLICABLE","","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","R499","OTHER PROFESSIONAL SERVICES","","","NO NAICS CODE SPECIFIED","NO NAICS DESCRIPTION SPECIFIED","","50000","","DC","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","FULL AND OPEN COMPETITION","","","","SMALL BUSINESS SET ASIDE - TOTAL","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","","146389994","ADC LTD.","146389994","ADC LTD NM","1919 SAN MATEO BLVD NE","","ALBUQUERQUE","NEW MEXICO","871105146","","","01","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","YES","NO","NO","NO","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","YES","NO","NO","","","NO","NO","","","SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","","","NOT APPLICABLE","","","","","","1","$0.00","$0.00","$0.00"
"1301","OFFICE OF THE SECRETARY","000SA","DEPT OF COMM/OFFICE OF THE SECRETARY","NO REGION IDENTIFIED","000SA199707C50SAAA1000289","4","0","9","07/15/1997","07/15/1997","09/15/1995","09/15/1995","","1300","COMMERCE, DEPARTMENT OF","1301","","NOT APPLICABLE","","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","R499","OTHER PROFESSIONAL SERVICES","","","NO NAICS CODE SPECIFIED","NO NAICS DESCRIPTION SPECIFIED","","50000","","DC","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","FULL AND OPEN COMPETITION","","","","SMALL BUSINESS SET ASIDE - TOTAL","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","146389994","ADC LTD.","146389994","ADC LTD NM","1919 SAN MATEO BLVD NE","","ALBUQUERQUE","NEW MEXICO","871105146","","","01","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","YES","NO","NO","NO","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","YES","NO","NO","","","NO","NO","","","SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","","","NOT APPLICABLE","","","","","","1","($51,000.00)","$0.00","$0.00"
"1341","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","000SB","DEPT OF COMM/NAT INST STAND AND TECHNOL","NO REGION IDENTIFIED","000SB199112C50SBNB1C67032","0","0","2","12/15/1991","12/15/1991","","","","1300","COMMERCE, DEPARTMENT OF","1341","","NOT APPLICABLE","","NOT APPLICABLE","TIME AND MATERIALS","6625","ELECT ELECTRONIC MEASURING INSTRUMT","","","NO NAICS CODE SPECIFIED","NO NAICS DESCRIPTION SPECIFIED","","36826","","CA","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","FULL AND OPEN COMPETITION","","","","","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","075268383","TALANDIC RESEARCH CORP.","075268383","","6042 N IRWINDALE AVE","","IRWINDALE","CALIFORNIA","91706","","","32","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","NO","NO","NO","NO","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","NO","NO","NO","","","NO","NO","","","SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","YES","","","NOT APPLICABLE","","","","","","1","$47,000.00","$0.00","$0.00"
"1341","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","000SB","DEPT OF COMM/NAT INST STAND AND TECHNOL","NO REGION IDENTIFIED","000SB200003C50SBNB9C10142","0","0","2","03/15/2000","03/15/2000","04/15/2000","04/15/2000","","1300","COMMERCE, DEPARTMENT OF","1341","","NOT APPLICABLE","","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Y111","CONSTRUCTION OF OFFICE BUILDINGS","","","NO NAICS CODE SPECIFIED","NO NAICS DESCRIPTION SPECIFIED","","43325","","MD","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","NOT AVAILABLE FOR COMPETITION","","AUTHORIZED BY STATUTE","","","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","","077319432","HILLIAN BROS & SONS INC","077319432","HILLIAN BROS. & SONS  INC.","8501 ARDWICK ARDMORE RD","","LANDOVER","MARYLAND","207852304","UNITED STATES","","04","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","YES","NO","NO","NO","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","YES","YES","NO","","","NO","NO","","","SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","YES","","","NOT APPLICABLE","NONE","","","","","1","$0.00","$0.00","$0.00"
"1341","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","000SB","DEPT OF COMM/NAT INST STAND AND TECHNOL","NO REGION IDENTIFIED","000SB200003C50SBNB9C10142","13","0","2","03/15/2000","03/15/2000","04/15/2000","04/15/2000","","1300","COMMERCE, DEPARTMENT OF","1341","","NOT APPLICABLE","","NO - SERVICE WHERE PBA IS NOT USED.","FIXED PRICE","Y111","CONSTRUCTION OF OFFICE BUILDINGS","","","NO NAICS CODE SPECIFIED","NO NAICS DESCRIPTION SPECIFIED","","43325","","MD","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","NOT AVAILABLE FOR COMPETITION","","AUTHORIZED BY STATUTE","","","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","077319432","HILLIAN BROS & SONS INC","077319432","HILLIAN BROS. & SONS  INC.","8501 ARDWICK ARDMORE RD","","LANDOVER","MARYLAND","207852304","UNITED STATES","","04","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","YES","NO","NO","NO","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","YES","YES","NO","","","NO","NO","","","SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","YES","","","NOT APPLICABLE","NONE","","","","","1","$13,000.00","$0.00","$0.00"
"1341","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","000SB","DEPT OF COMM/NAT INST STAND AND TECHNOL","NO REGION IDENTIFIED","000SB200004C50SBNB8C11032","0","0","2","04/15/2000","04/15/2000","03/15/2000","03/15/2000","","1300","COMMERCE, DEPARTMENT OF","1341","","NOT APPLICABLE","","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Z142","MAINT-REP-ALT/LABS & CLINICS","","","NO NAICS CODE SPECIFIED","NO NAICS DESCRIPTION SPECIFIED","","31175","","MD","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","FULL AND OPEN COMPETITION","","","","SMALL BUSINESS SET ASIDE - TOTAL","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","","002828366","GREEN CONTRACTING CO, INC","002828366","GREEN CONTRACTING COMPANY  INC.","8837 YELLOW BRICK RD","","BALTIMORE","MARYLAND","212372301","UNITED STATES","","02","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","NO","NO","NO","YES","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","NO","NO","NO","","","NO","NO","","","SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","YES","","","NOT APPLICABLE","NONE","","","","","1","$0.00","$0.00","$0.00"
"1341","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","000SB","DEPT OF COMM/NAT INST STAND AND TECHNOL","NO REGION IDENTIFIED","000SB200004C50SBNB8C11032","17","0","2","04/15/2000","04/15/2000","03/15/2000","03/15/2000","","1300","COMMERCE, DEPARTMENT OF","1341","","NOT APPLICABLE","","NO - SERVICE WHERE PBA IS NOT USED.","FIRM FIXED PRICE","Z142","MAINT-REP-ALT/LABS & CLINICS","","","NO NAICS CODE SPECIFIED","NO NAICS DESCRIPTION SPECIFIED","","31175","","MD","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","FULL AND OPEN COMPETITION","","","","SMALL BUSINESS SET ASIDE - TOTAL","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","002828366","GREEN CONTRACTING CO, INC","002828366","GREEN CONTRACTING COMPANY  INC.","8837 YELLOW BRICK RD","","BALTIMORE","MARYLAND","212372301","UNITED STATES","","02","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","NO","NO","NO","YES","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","NO","NO","NO","","","NO","NO","","","SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","YES","","","NOT APPLICABLE","NONE","","","","","1","$18,000.00","$0.00","$0.00"
"1330","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","000SP","DEPT OF COMM/NAT OCEAN AND ATMOS ADMIN","NO REGION IDENTIFIED","000SP199705C56SPNA7000011","0","0","1","05/15/1997","05/15/1997","05/15/1998","05/15/1998","","1300","COMMERCE, DEPARTMENT OF","1330","","NOT APPLICABLE","","NO - SERVICE WHERE PBA IS NOT USED.","LABOR HOURS","C219","OTHER ARCHITECTS & ENGIN GEN","","","561612","SECURITY GUARDS AND PATROL SERVICES","","72450","","MD","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","FULL AND OPEN COMPETITION","","","","SMALL BUSINESS SET ASIDE - TOTAL","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","","877184879","TECULAN INC.","877184879","TECULAN, INC","","","","","","","","","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","YES","NO","NO","NO","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","YES","NO","NO","","","NO","NO","","","SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","","","NOT APPLICABLE","","","","","","1","$62,000.00","$0.00","$0.00"
"1323","US CENSUS BUREAU","000YB","DEPT OF COMM/BUREAU OF THE CENSUS","NO REGION IDENTIFIED","000YB198912C50YBBC0000071","0","0","1","12/15/1989","12/15/1989","","","","1300","COMMERCE, DEPARTMENT OF","1323","","NOT APPLICABLE","","NO - SERVICE WHERE PBA IS NOT USED.","FIXED PRICE","W023","LEASE-RENT OF VEHICLES-TRAILERS-CYC","","","561612","SECURITY GUARDS AND PATROL SERVICES","","37300","","NH","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","FULL AND OPEN COMPETITION","","","","","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","","046318887","MERCHANTS RENT A CAR, INC","046318887","MERCHANTS AUTOMOTIVE GROUP  INC.","1278 HOOKSETT RD","","HOOKSETT","NEW HAMPSHIRE","031061839","","","","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","NO","NO","NO","NO","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","NO","NO","NO","","","NO","NO","","","OTHER THAN SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","","","NOT APPLICABLE","","","","","","1","$36,000.00","$0.00","$0.00"
"1323","US CENSUS BUREAU","000YB","DEPT OF COMM/BUREAU OF THE CENSUS","NO REGION IDENTIFIED","000YB199002C50YBBC0000121","0","0","1","02/15/1990","02/15/1990","","","","1300","COMMERCE, DEPARTMENT OF","1323","","NOT APPLICABLE","","NOT APPLICABLE","FIXED PRICE","6770","FILM, PROCESSED","","","561612","SECURITY GUARDS AND PATROL SERVICES","","64145","","MA","NO CONGRESSIONAL DISTRICT SPECIFIED","","UNITED STATES","UNITED STATES","","FULL AND OPEN COMPETITION","","","","","","","","","","","COMMERCIAL ITEM PROCEDURES NOT USED","DELIVERY ORDER","","147950190","JAMES RIVER PAPER CO., INC.","147950190","NO DATA FROM D AND B","","","","","","","","","","","","NO","","","NO","NO","","","","","","","","NO","","","","","","","","","","","","","","","","","","","","NO","","","","NO","NO","NO","NO","","","","","NO","NO","NO","NO","NO","NO","","","","","","","NO","","","","NO","","NO","","","","","","","","","","","NO","","","","NO","NO","NO","","","NO","NO","","","OTHER THAN SMALL BUSINESS","NO","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","","","NOT APPLICABLE","","","","","","1","$272,000.00","$0.00","$0.00"
